GeneWeaver ID	Entrez	Ensembl Gene	Ensembl Protein	Ensembl Transcript	Unigene	Unannotated	MGI	HGNC	RGD	ZFIN	FlyBase	Wormbase	SGD	miRBase	CGNC
90057	7103	ENSG00000127324	-	-	Hs.84072|Hs.506080|Hs.684|Hs.170563|Hs.524585	-	-	HGNC:11855	-	-	-	-	-	-	-
90124	130749	ENSG00000144410	-	-	Hs.684103|Hs.434114	-	-	HGNC:21011	-	-	-	-	-	-	-
90573	2000	ENSG00000102034	-	-	Hs.17743|Hs.271940|Hs.557783|Hs.539906|Hs.151139|Hs.77430	-	-	HGNC:3319	-	-	-	-	-	-	-
91454	10656	ENSG00000131773	-	-	Hs.69135|Hs.101782|Hs.414727|Hs.422703|Hs.298004|Hs.444558|Hs.422577|Hs.36841|Hs.13565|Hs.422528|Hs.216846|Hs.70844	-	-	HGNC:18117	-	-	-	-	-	-	-
91913	1112	ENSG00000053254	-	-	Hs.32024|Hs.123675|Hs.236014|Hs.206349|Hs.447389|Hs.596550|Hs.80393|Hs.12359|Hs.567246|Hs.211773|Hs.221603|Hs.256309|Hs.19061|Hs.36003|Hs.555553|Hs.462254|Hs.214193|Hs.106327|Hs.185948|Hs.497503|Hs.261183|Hs.497505|Hs.89148|Hs.525526|Hs.111597|Hs.522695|Hs.525523|Hs.434286|Hs.199314|Hs.40416|Hs.220033|Hs.525524|Hs.408428|Hs.60548|Hs.8278|Hs.161554|Hs.63218|Hs.227198|Hs.198895|Hs.168671|Hs.83595|Hs.281207|Hs.396399|Hs.621371|Hs.87819|Hs.170399|Hs.601559	-	-	HGNC:1928	-	-	-	-	-	-	-
92216	10253	ENSG00000136158	-	-	Hs.432848|Hs.726370|Hs.45624|Hs.18676|Hs.12797	-	-	HGNC:11270	-	-	-	-	-	-	-
92330	793	ENSG00000104327	-	-	Hs.78924|Hs.40295|Hs.7660|Hs.65425|Hs.93452|Hs.133711|Hs.147864|Hs.93384|Hs.587520|Hs.2570|Hs.5943	-	-	HGNC:1434	-	-	-	-	-	-	-
92517	27324	ENSG00000103460	-	-	Hs.697091|Hs.86944|Hs.110826|Hs.702829|Hs.460789|Hs.155088	-	-	HGNC:11972	-	-	-	-	-	-	-
92543	1525	ENSG00000154639	-	-	Hs.652286|Hs.199212|Hs.7956|Hs.301443|Hs.473420|Hs.199112|Hs.693697|Hs.705503|Hs.457582|Hs.44648|Hs.473417|Hs.460651|Hs.77311|Hs.116235|Hs.719457|Hs.120840|Hs.592153|Hs.627078|Hs.699365|Hs.27773|Hs.79187|Hs.186568|Hs.655268|Hs.179742	-	-	HGNC:2559	-	-	-	-	-	-	-
92774	3816	ENSG00000167748	-	-	Hs.46255|Hs.123107	-	-	HGNC:6357	-	-	-	-	-	-	-
92897	7162	ENSG00000146242|ENSG00000283085	-	-	Hs.29089|Hs.82128|Hs.458356|Hs.87413|Hs.724023|Hs.612975|Hs.597045	-	-	HGNC:12004	-	-	-	-	-	-	-
92946	7388	ENSG00000173660	-	-	Hs.419574|Hs.417307|Hs.73818|Hs.103042|Hs.481571|Hs.419940|Hs.497940|Hs.378327|Hs.915|Hs.558414|Hs.233782|Hs.452706|Hs.449049|Hs.285761|Hs.427634	-	-	HGNC:12590	-	-	-	-	-	-	-
93629	7026	ENSG00000185551	-	-	Hs.697251|Hs.695933|Hs.60535|Hs.203488|Hs.657455|Hs.215672|Hs.60263|Hs.91712|Hs.27473|Hs.642665|Hs.94840|Hs.95890|Hs.167281|Hs.102870|Hs.198142|Hs.98192|Hs.651199|Hs.288869|Hs.23797|Hs.726732|Hs.85583|Hs.195069|Hs.645361|Hs.91954|Hs.86012|Hs.703010|Hs.1255|Hs.95315|Hs.701977|Hs.4917|Hs.560401|Hs.274201|Hs.425658|Hs.347991|Hs.245312|Hs.94238|Hs.61725|Hs.17380|Hs.375209|Hs.361748|Hs.126263|Hs.147338|Hs.219514|Hs.36082|Hs.144630|Hs.374991|Hs.3285|Hs.709718|Hs.421993|Hs.27141|Hs.519444|Hs.239468|Hs.70224|Hs.453217|Hs.427104|Hs.519445	-	-	HGNC:7976	-	-	-	-	-	-	-
93874	10413	ENSG00000137693	-	-	Hs.457276|Hs.3563|Hs.273766|Hs.503692|Hs.405980|Hs.90536|Hs.8939|Hs.70019|Hs.170548|Hs.70559|Hs.144588|Hs.596734|Hs.456890|Hs.84520|Hs.28556|Hs.104053|Hs.69817|Hs.56920|Hs.703662|Hs.646034	-	-	HGNC:16262	-	-	-	-	-	-	-
93900	6662	ENSG00000125398	-	-	Hs.93450|Hs.642674|Hs.2316|Hs.647409|Hs.592098|Hs.155124|Hs.94364|Hs.83328|Hs.62012|Hs.707993|Hs.700579|Hs.694731	-	-	HGNC:11204	-	-	-	-	-	-	-
94354	10873	ENSG00000151376	-	-	Hs.205022|Hs.284136|Hs.26491|Hs.22877|Hs.93409|Hs.135886|Hs.40598|Hs.2838|Hs.422118|Hs.406281|Hs.169161|Hs.226478|Hs.376590|Hs.171679|Hs.31981|Hs.114257|Hs.221143|Hs.199743|Hs.407067|Hs.89813	-	-	HGNC:6985	-	-	-	-	-	-	-
94378	57214	ENSG00000103888	-	-	Hs.364730|Hs.212584|Hs.50081|Hs.513069|Hs.459088|Hs.453907|Hs.283787	-	-	HGNC:29213	-	-	-	-	-	-	-
94549	26018	ENSG00000144749	-	-	Hs.172030|Hs.528353|Hs.111882|Hs.205636|Hs.207432|Hs.85381|Hs.216703|Hs.121706|Hs.518055|Hs.78709|Hs.171663|Hs.605725|Hs.166697|Hs.4193|Hs.144080|Hs.208903|Hs.87463|Hs.413134|Hs.197910|Hs.218326	-	-	HGNC:17360	-	-	-	-	-	-	-
94560	2274	ENSG00000115641	-	-	Hs.443687|Hs.555614|Hs.352542|Hs.354797|Hs.469541|Hs.373509|Hs.516262|Hs.436864|Hs.8302|Hs.469544|Hs.68042|Hs.437173|Hs.375978	-	-	HGNC:3703	-	-	-	-	-	-	-
94861	5655	ENSG00000129451	-	-	Hs.609030|Hs.99473|Hs.111870|Hs.301612|Hs.69423|Hs.84810|Hs.198440|Hs.645991|Hs.275464|Hs.67903	-	-	HGNC:6358	-	-	-	-	-	-	-
94917	329	ENSG00000110330	-	-	Hs.289107|Hs.696238|Hs.37434|Hs.75263|Hs.6813|Hs.9169|Hs.643515|Hs.632103	-	-	HGNC:590	-	-	-	-	-	-	-
94948	7277	ENSG00000127824	-	-	Hs.13523|Hs.53223|Hs.7026|Hs.424032|Hs.29785|Hs.529360|Hs.454249|Hs.92289|Hs.75318|Hs.64066|Hs.454662|Hs.726299|Hs.375005|Hs.664469|Hs.423645	-	-	HGNC:12407	-	-	-	-	-	-	-
94962	1012	ENSG00000140945	-	-	Hs.154213|Hs.23184|Hs.79190|Hs.461557|Hs.91742|Hs.344082|Hs.22281|Hs.630|Hs.513769|Hs.461562|Hs.63984|Hs.167111|Hs.52812|Hs.157684|Hs.654386	-	-	HGNC:1753	-	-	-	-	-	-	-
95053	5947	ENSG00000114115	-	-	Hs.65174|Hs.721638|Hs.167594|Hs.728518|Hs.667231|Hs.724906|Hs.101850|Hs.1935|Hs.73959|Hs.143807|Hs.33119|Hs.137312|Hs.226146|Hs.58225|Hs.529571	-	-	HGNC:9919	-	-	-	-	-	-	-
95201	10267	ENSG00000132329	-	-	Hs.158120|Hs.471783|Hs.32989	-	-	HGNC:9843	-	-	-	-	-	-	-
95230	4312	ENSG00000196611	-	-	Hs.416911|Hs.720706|Hs.72129|Hs.676|Hs.98|Hs.83169|Hs.745|Hs.430463|Hs.95449|Hs.540536|Hs.55746|Hs.558083|Hs.68062	-	-	HGNC:7155	-	-	-	-	-	-	-
95400	3913	ENSG00000172037	-	-	Hs.83600|Hs.90291|Hs.179280|Hs.2790|Hs.373503|Hs.212928|Hs.290089|Hs.66678|Hs.667873|Hs.324885|Hs.439726|Hs.265973|Hs.309887|Hs.57566	-	-	HGNC:6487	-	-	-	-	-	-	-
95521	1365	ENSG00000165215	-	-	Hs.102903|Hs.647023|Hs.25640|Hs.702274|Hs.155007|Hs.697316|Hs.109801|Hs.430276|Hs.696416|Hs.703087	-	-	HGNC:2045	-	-	-	-	-	-	-
95562	9414	ENSG00000119139	-	-	Hs.183842|Hs.134480|Hs.155081|Hs.494092|Hs.55451|Hs.213904|Hs.75608|Hs.108270|Hs.728367|Hs.307616|Hs.163689|Hs.586720|Hs.117582|Hs.318324|Hs.407405|Hs.546609|Hs.289005|Hs.26402|Hs.412568|Hs.299104|Hs.710833|Hs.173761|Hs.38413|Hs.125026|Hs.2070|Hs.724757|Hs.63408|Hs.50382|Hs.111515|Hs.720811	-	-	HGNC:11828	-	-	-	-	-	-	-
96061	5468	ENSG00000132170	-	-	Hs.162646|Hs.273261|Hs.289829|Hs.84093|Hs.264630|Hs.74001|Hs.309355|Hs.2220|Hs.100724|Hs.428555|Hs.259779|Hs.387667|Hs.77491|Hs.276873|Hs.274599	-	-	HGNC:9236	-	-	-	-	-	-	-
96374	725	ENSG00000123843	-	-	Hs.627|Hs.434575|Hs.53477|Hs.51044|Hs.39933|Hs.420940|Hs.73782|Hs.83748|Hs.384935|Hs.420355|Hs.378646|Hs.50996|Hs.99886|Hs.75978	-	-	HGNC:1328	-	-	-	-	-	-	-
96731	5307	ENSG00000069011	-	-	Hs.557619|Hs.547837|Hs.432522|Hs.154926|Hs.304200|Hs.84136	-	-	HGNC:9004	-	-	-	-	-	-	-
97237	3866	ENSG00000171346	-	-	Hs.433871|Hs.151821|Hs.154535|Hs.80342|Hs.182265|Hs.115947|Hs.463032|Hs.71743|Hs.2784|Hs.654570|Hs.432448	-	-	HGNC:6421	-	-	-	-	-	-	-
97248	3880	ENSG00000171345	-	-	Hs.432448|Hs.23761|Hs.514166|Hs.726629|Hs.447569|Hs.702766|Hs.410787|Hs.569784|Hs.453443|Hs.64181|Hs.91451|Hs.111003|Hs.309517|Hs.182265|Hs.654568|Hs.80445|Hs.65119|Hs.2782|Hs.514167|Hs.66967	-	-	HGNC:6436	-	-	-	-	-	-	-
