GeneWeaver ID	Entrez	Ensembl Gene	Ensembl Protein	Ensembl Transcript	Unigene	Unannotated	MGI	HGNC	RGD	ZFIN	FlyBase	Wormbase	SGD	miRBase	CGNC
75852	2752	ENSG00000135821	-	-	Hs.337048|Hs.35660|Hs.173187|Hs.149743|Hs.311113|Hs.12482|Hs.79185|Hs.340893|Hs.75250|Hs.382011|Hs.2697|Hs.436499|Hs.619332|Hs.702566|Hs.155057|Hs.29131|Hs.273091|Hs.595242|Hs.442669|Hs.81918|Hs.66628|Hs.110144|Hs.56985|Hs.234407|Hs.170171|Hs.706441|Hs.49775|Hs.646166|Hs.688229|Hs.727235|Hs.518537|Hs.30679|Hs.633892|Hs.518525|Hs.642838|Hs.263484|Hs.645630	-	-	HGNC:4341	-	-	-	-	-	-	-
75990	1948	ENSG00000125266	-	-	Hs.643382|Hs.149239|Hs.62080|Hs.94414|Hs.281671|Hs.557960|Hs.222572|Hs.2365|Hs.694371|Hs.227442|Hs.592828|Hs.267884|Hs.550814|Hs.103431|Hs.7233|Hs.100249|Hs.540916|Hs.30942|Hs.45026|Hs.206183|Hs.650524|Hs.3253|Hs.90243|Hs.247327|Hs.91392	-	-	HGNC:3227	-	-	-	-	-	-	-
76022	7345	ENSG00000154277	-	-	Hs.2883|Hs.423524|Hs.507487|Hs.412204|Hs.433347|Hs.511943|Hs.50441|Hs.420697|Hs.76118|Hs.424432|Hs.415923|Hs.376743|Hs.426261|Hs.412313|Hs.518731|Hs.434049|Hs.69375|Hs.350991|Hs.234338|Hs.415798|Hs.82464|Hs.169476|Hs.430924|Hs.592511|Hs.414317|Hs.415423	-	-	HGNC:12513	-	-	-	-	-	-	-
76063	161291	ENSG00000182107	-	-	Hs.85335|Hs.381413|Hs.595362|Hs.359471|Hs.144553|Hs.659339|Hs.572728|Hs.217698|Hs.340817|Hs.237589|Hs.202403|Hs.93877|Hs.54621|Hs.55331|Hs.146180	-	-	HGNC:27254	-	-	-	-	-	-	-
76716	9910	ENSG00000152061	-	-	Hs.242271|Hs.585378|Hs.180517|Hs.326937|Hs.184914|Hs.218410|Hs.536867|Hs.122436|Hs.109216|Hs.472567|Hs.206507|Hs.131800|Hs.124127|Hs.226815|Hs.198524|Hs.167617|Hs.549429|Hs.144947|Hs.227519|Hs.240823|Hs.229352|Hs.198543|Hs.154420|Hs.107325|Hs.180521|Hs.75125|Hs.196777|Hs.195541|Hs.23149|Hs.12846|Hs.206260|Hs.741262|Hs.198606|Hs.744051|Hs.183911|Hs.559111|Hs.303156|Hs.744937|Hs.88030|Hs.679459|Hs.5347|Hs.508436|Hs.44291|Hs.508419|Hs.31170|Hs.732030|Hs.508457|Hs.568706|Hs.94057|Hs.292237|Hs.379796|Hs.743317|Hs.123733|Hs.731785|Hs.588375|Hs.591475|Hs.336934|Hs.195448|Hs.615081|Hs.728900|Hs.495257	-	-	HGNC:24663	-	-	-	-	-	-	-
76923	8871	ENSG00000078269	-	-	Hs.152410|Hs.142280|Hs.58596|Hs.434494|Hs.406383|Hs.306877|Hs.178730|Hs.86547|Hs.207911|Hs.61289|Hs.356855|Hs.46652|Hs.115932|Hs.417065|Hs.19838|Hs.417119|Hs.366251	-	-	HGNC:11504	-	-	-	-	-	-	-
77215	10232	ENSG00000102854	-	-	Hs.408488|Hs.169509|Hs.41730|Hs.119375|Hs.83401|Hs.155981	-	-	HGNC:7371	-	-	-	-	-	-	-
77234	8915	ENSG00000142867	-	-	Hs.235956|Hs.193516|Hs.135715|Hs.88545|Hs.252848|Hs.234442|Hs.73608|Hs.585424|Hs.567382|Hs.59421|Hs.130779|Hs.651233|Hs.556182|Hs.270837|Hs.177595|Hs.549082|Hs.187727|Hs.182480|Hs.197831|Hs.154351	-	-	HGNC:989	-	-	-	-	-	-	-
77238	652	ENSG00000125378	-	-	Hs.1275|Hs.336613|Hs.149593|Hs.66216|Hs.723593|Hs.123972|Hs.99587|Hs.35883|Hs.725681|Hs.439080|Hs.354868|Hs.423604|Hs.55038|Hs.68879	-	-	HGNC:1071	-	-	-	-	-	-	-
77627	1281	ENSG00000168542	-	-	Hs.327412|Hs.290825|Hs.722736|Hs.2300|Hs.653400|Hs.278589|Hs.413033|Hs.696584|Hs.79295|Hs.698712|Hs.100563|Hs.724306|Hs.516579|Hs.693798|Hs.722738|Hs.84117|Hs.344027|Hs.713444|Hs.423022|Hs.633481|Hs.730376|Hs.648646|Hs.713443|Hs.714664|Hs.217461|Hs.725872|Hs.89908|Hs.715414|Hs.75157|Hs.443625|Hs.297909|Hs.58728|Hs.75587|Hs.224398|Hs.377812|Hs.119571|Hs.723755|Hs.279939|Hs.698776|Hs.727422|Hs.702420|Hs.431965|Hs.236915|Hs.698709|Hs.562740|Hs.698786|Hs.9715|Hs.237582|Hs.592869|Hs.727423|Hs.329198|Hs.458130|Hs.25057|Hs.704855|Hs.704780|Hs.292900|Hs.362374|Hs.404631|Hs.273368|Hs.274374|Hs.376631|Hs.55116|Hs.722737|Hs.612779|Hs.731308	-	-	HGNC:2201	-	-	-	-	-	-	-
77636	3491	ENSG00000142871	-	-	Hs.720796|Hs.83350|Hs.8867|Hs.700258|Hs.171637|Hs.698700|Hs.727753|Hs.123794|Hs.130902|Hs.94681|Hs.430319|Hs.82396|Hs.2897|Hs.232112|Hs.726954|Hs.704770|Hs.196287|Hs.214400|Hs.204341	-	-	HGNC:2654	-	-	-	-	-	-	-
77938	303	ENSG00000213406	-	-	Hs.480998|Hs.736179|Hs.166073|Hs.150235|Hs.518908|Hs.104109|Hs.546235|Hs.348252	-	-	HGNC:538	-	-	-	-	-	-	-
78354	5328	ENSG00000122861	-	-	Hs.89398|Hs.550276|Hs.77274|Hs.185522|Hs.98256|Hs.23619|Hs.536836|Hs.92305|Hs.69	-	-	HGNC:9052	-	-	-	-	-	-	-
78493	4232	ENSG00000106484	-	-	Hs.416498|Hs.48244|Hs.465675|Hs.79284|Hs.22171|Hs.56058|Hs.733191|Hs.440459|Hs.201617|Hs.29062|Hs.270978	-	-	HGNC:7028	-	-	-	-	-	-	-
78766	10653	ENSG00000167642	-	-	Hs.31439|Hs.103889|Hs.102358|Hs.104992|Hs.24847|Hs.153277|Hs.412731|Hs.103270|Hs.710815	-	-	HGNC:11247	-	-	-	-	-	-	-
78917	3875	ENSG00000111057	-	-	Hs.406013|Hs.100023|Hs.100022|Hs.423752|Hs.496462|Hs.131201|Hs.408944|Hs.407989|Hs.238551|Hs.430213|Hs.558881|Hs.432044|Hs.1752|Hs.473445|Hs.51192|Hs.497043|Hs.51191|Hs.63271|Hs.65114|Hs.555002|Hs.51155|Hs.496461|Hs.69695|Hs.380878|Hs.7716|Hs.432049|Hs.78857|Hs.419204|Hs.426464|Hs.89592|Hs.431391|Hs.484828|Hs.60200|Hs.554891|Hs.67944|Hs.99997|Hs.125375|Hs.417844|Hs.413969|Hs.417846|Hs.62718|Hs.431835|Hs.453526|Hs.433389|Hs.356123|Hs.502630|Hs.234479|Hs.446711|Hs.464598|Hs.496456	-	-	HGNC:6430	-	-	-	-	-	-	-
78932	10124	ENSG00000122644	-	-	Hs.201672|Hs.73617|Hs.170192|Hs.7324|Hs.416750|Hs.177743|Hs.729252|Hs.380784|Hs.63195|Hs.727447|Hs.111106|Hs.518593|Hs.732734|Hs.245540|Hs.741524|Hs.479590|Hs.434278|Hs.507486	-	-	HGNC:695	-	-	-	-	-	-	-
79355	4082	ENSG00000277443	-	-	Hs.78209|Hs.417900|Hs.318603|Hs.75607|Hs.417692|Hs.78167|Hs.415688|Hs.429403|Hs.519909|Hs.106142|Hs.633142|Hs.110904|Hs.594364|Hs.32|Hs.107884|Hs.92788|Hs.593168|Hs.237781|Hs.23916|Hs.526901|Hs.447171|Hs.158273|Hs.330716|Hs.426370|Hs.505062|Hs.28762|Hs.208363|Hs.699487|Hs.592699|Hs.520331|Hs.712658|Hs.137618|Hs.652453|Hs.656874|Hs.35846|Hs.658137|Hs.51027|Hs.3775|Hs.101849|Hs.700702|Hs.712721|Hs.643660|Hs.33056|Hs.62367|Hs.694902	-	-	HGNC:6759	-	-	-	-	-	-	-
79376	7433	ENSG00000114812	-	-	Hs.476039|Hs.131886|Hs.111659|Hs.75174|Hs.348500	-	-	HGNC:12694	-	-	-	-	-	-	-
79435	2199	ENSG00000163520	-	-	Hs.197756|Hs.623972|Hs.422118|Hs.411827|Hs.115507|Hs.2653|Hs.98962|Hs.65072|Hs.153251|Hs.83652|Hs.154831|Hs.409048|Hs.99294|Hs.198862	-	-	HGNC:3601	-	-	-	-	-	-	-
79615	51100	ENSG00000097033	-	-	Hs.124023|Hs.136309|Hs.7027|Hs.37859|Hs.4052|Hs.433727|Hs.243970|Hs.422297|Hs.700017|Hs.713928|Hs.65405|Hs.53302|Hs.652706|Hs.584986|Hs.267504|Hs.605584|Hs.205336|Hs.10257|Hs.146177|Hs.710750|Hs.513615|Hs.80116|Hs.703269|Hs.213668|Hs.35191	-	-	HGNC:10833	-	-	-	-	-	-	-
80088	9249	ENSG00000162496	-	-	Hs.85321|Hs.289347|Hs.111089|Hs.16108|Hs.38637|Hs.154849|Hs.182223|Hs.562865|Hs.664767|Hs.292853|Hs.218128|Hs.17144|Hs.373553|Hs.19630|Hs.370152|Hs.699917|Hs.127073|Hs.11843|Hs.367561|Hs.154954|Hs.77201|Hs.342542|Hs.601100|Hs.442814|Hs.708470|Hs.109979	-	-	HGNC:17693	-	-	-	-	-	-	-
80143	1832	ENSG00000096696	-	-	Hs.429881|Hs.63306|Hs.414459|Hs.113360|Hs.172464|Hs.544733|Hs.122311|Hs.24646|Hs.431582|Hs.172727|Hs.282283|Hs.433471|Hs.349499|Hs.356302|Hs.374558|Hs.284401|Hs.153117|Hs.226990|Hs.148028|Hs.151670|Hs.3654|Hs.571298|Hs.408544|Hs.519873|Hs.426317|Hs.102300|Hs.61292|Hs.414078|Hs.83285|Hs.143189|Hs.41457|Hs.74316	-	-	HGNC:3052	-	-	-	-	-	-	-
80264	25999	ENSG00000105270	-	-	Hs.32253|Hs.31760|Hs.635989|Hs.7357|Hs.644168|Hs.594602|Hs.410940|Hs.221632|Hs.172734|Hs.322427|Hs.200112|Hs.645978|Hs.707430|Hs.269771|Hs.52978|Hs.107782|Hs.108526|Hs.182993|Hs.466539	-	-	HGNC:24314	-	-	-	-	-	-	-
80525	1756	ENSG00000198947	-	-	Hs.326798|Hs.73159|Hs.495924|Hs.158166|Hs.121500|Hs.99573|Hs.81807|Hs.82656|Hs.174227|Hs.86053|Hs.81900|Hs.73868|Hs.521923|Hs.158005|Hs.268525|Hs.73132|Hs.3286|Hs.113246|Hs.271493|Hs.82284|Hs.241528|Hs.207820|Hs.241526|Hs.102326|Hs.653669|Hs.169470|Hs.154500|Hs.455611|Hs.1383|Hs.1382|Hs.134373|Hs.643998|Hs.122606|Hs.442004|Hs.649257|Hs.495912|Hs.222057|Hs.79012|Hs.373259|Hs.190295|Hs.30627|Hs.78698|Hs.495922|Hs.443749|Hs.602451|Hs.168846|Hs.374078	-	-	HGNC:2928	-	-	-	-	-	-	-
80649	3659	ENSG00000125347	-	-	Hs.97866|Hs.661929|Hs.427535|Hs.89790|Hs.96803|Hs.2772|Hs.177086|Hs.181303|Hs.436061|Hs.177801|Hs.587033|Hs.80645|Hs.180559	-	-	HGNC:6116	-	-	-	-	-	-	-
80727	23213	ENSG00000137573	-	-	Hs.134095|Hs.184201|Hs.409602|Hs.148213|Hs.142493|Hs.70823|Hs.215805|Hs.297970|Hs.603848|Hs.25778|Hs.182932	-	-	HGNC:20391	-	-	-	-	-	-	-
80919	3673	ENSG00000164171	-	-	Hs.381238|Hs.482077|Hs.7697|Hs.1142|Hs.387725|Hs.152806|Hs.271986|Hs.126632|Hs.166983|Hs.29131|Hs.75719|Hs.136470|Hs.55168|Hs.591770	-	-	HGNC:6137	-	-	-	-	-	-	-
81511	23057	ENSG00000157064	-	-	Hs.587029|Hs.352019|Hs.156344|Hs.497123|Hs.6893|Hs.129011|Hs.158244|Hs.100237|Hs.382112|Hs.41429|Hs.356585|Hs.407361	-	-	HGNC:16789	-	-	-	-	-	-	-
82043	6102	ENSG00000102218	-	-	Hs.406301|Hs.333653|Hs.418590|Hs.299481|Hs.391892|Hs.94227|Hs.302521|Hs.44766	-	-	HGNC:10274	-	-	-	-	-	-	-
82531	10184	ENSG00000145685	-	-	Hs.59817|Hs.155267|Hs.79299|Hs.28082|Hs.192073|Hs.368512|Hs.210111|Hs.376628|Hs.670094|Hs.548106|Hs.483922	-	-	HGNC:6588	-	-	-	-	-	-	-
82644	2534	ENSG00000010810	-	-	Hs.345896|Hs.390567|Hs.253473|Hs.433414|Hs.674081|Hs.330054|Hs.726486|Hs.182326|Hs.127591|Hs.348742|Hs.152709|Hs.648074|Hs.9147|Hs.695250|Hs.218274|Hs.388194|Hs.227925|Hs.81956|Hs.127490|Hs.39974|Hs.701306|Hs.153178|Hs.594742|Hs.206743|Hs.427701|Hs.1059|Hs.370987|Hs.21585|Hs.75390|Hs.664520|Hs.658943|Hs.42154|Hs.169370|Hs.151381|Hs.706147|Hs.76119	-	-	HGNC:4037	-	-	-	-	-	-	-
82722	1363	ENSG00000109472	-	-	Hs.712551|Hs.75360|Hs.591693|Hs.642731|Hs.62170|Hs.115144|Hs.97000|Hs.727458|Hs.101443|Hs.2268|Hs.101367|Hs.78550|Hs.707992|Hs.653247|Hs.64540|Hs.699184|Hs.51970	-	-	HGNC:2303	-	-	-	-	-	-	-
82749	3628	ENSG00000151689	-	-	Hs.32309|Hs.200606|Hs.220610|Hs.388921|Hs.82880|Hs.74619|Hs.90321|Hs.852	-	-	HGNC:6071	-	-	-	-	-	-	-
82811	27074	ENSG00000078081	-	-	Hs.10887|Hs.53408|Hs.426235|Hs.518448	-	-	HGNC:14582	-	-	-	-	-	-	-
82878	5794	ENSG00000080031	-	-	Hs.328|Hs.179770	-	-	HGNC:9672	-	-	-	-	-	-	-
82946	4072	ENSG00000119888	-	-	Hs.425371|Hs.542050|Hs.413886|Hs.408317|Hs.452907|Hs.414170|Hs.501572|Hs.77355|Hs.431874|Hs.414835|Hs.412705|Hs.645285|Hs.699160	-	-	HGNC:11529	-	-	-	-	-	-	-
83152	273	ENSG00000078053	-	-	Hs.546233|Hs.222575|Hs.206189|Hs.136086|Hs.544|Hs.92422|Hs.401080|Hs.592182|Hs.555865|Hs.79045|Hs.225927|Hs.567233	-	-	HGNC:471	-	-	-	-	-	-	-
83184	1305	ENSG00000197467	-	-	Hs.168291|Hs.70194|Hs.136224|Hs.296578|Hs.167322|Hs.202592|Hs.23934|Hs.404121|Hs.104883|Hs.1339|Hs.87674|Hs.695934|Hs.324055	-	-	HGNC:2190	-	-	-	-	-	-	-
83246	55786	ENSG00000170954	-	-	Hs.298516|Hs.147765|Hs.120206|Hs.89732|Hs.114637|Hs.117373|Hs.21838	-	-	HGNC:20636	-	-	-	-	-	-	-
83293	90338	ENSG00000170949	-	-	Hs.219880|Hs.502286|Hs.114376|Hs.119201|Hs.178500|Hs.502366|Hs.24456|Hs.214689|Hs.473075|Hs.502342|Hs.381292|Hs.189724|Hs.195133|Hs.132126|Hs.159639|Hs.502142|Hs.15421|Hs.180446|Hs.117582|Hs.271511|Hs.124213|Hs.256309|Hs.136453|Hs.71666|Hs.44702|Hs.44191|Hs.223828|Hs.114637|Hs.117202|Hs.655967	-	-	HGNC:12948	-	-	-	-	-	-	-
83309	50486	ENSG00000123689	-	-	Hs.432201|Hs.76186|Hs.715825|Hs.38368|Hs.423700|Hs.95910|Hs.95968|Hs.519426|Hs.712611|Hs.432132|Hs.72220	-	-	HGNC:30229	-	-	-	-	-	-	-
83321	374	ENSG00000109321	-	-	Hs.233519|Hs.1257|Hs.270833|Hs.282344|Hs.632601|Hs.676254	-	-	HGNC:651	-	-	-	-	-	-	-
83675	9805	ENSG00000136193	-	-	Hs.520737|Hs.75137|Hs.103350|Hs.265744|Hs.520740|Hs.41275|Hs.454468|Hs.558382|Hs.68073|Hs.273479|Hs.151663|Hs.60989|Hs.172473|Hs.266438|Hs.6305	-	-	HGNC:22192	-	-	-	-	-	-	-
84185	5420	ENSG00000128567	-	-	Hs.732423|Hs.719018|Hs.715710|Hs.586633|Hs.223735|Hs.744213|Hs.726449|Hs.39007|Hs.723993|Hs.690098	-	-	HGNC:9171	-	-	-	-	-	-	-
84857	10497	ENSG00000198722	-	-	Hs.115015|Hs.11232|Hs.155001|Hs.522100|Hs.493791|Hs.536875|Hs.75366|Hs.76575	-	-	HGNC:12566	-	-	-	-	-	-	-
85026	8819	ENSG00000164105	-	-	Hs.512813|Hs.13221|Hs.143311|Hs.95139|Hs.591715|Hs.90852|Hs.20985	-	-	HGNC:10532	-	-	-	-	-	-	-
85043	688	ENSG00000102554	-	-	Hs.84728|Hs.529150|Hs.23913|Hs.67631|Hs.86559|Hs.81|Hs.36237|Hs.279777|Hs.705267|Hs.427414|Hs.692458|Hs.508234	-	-	HGNC:6349	-	-	-	-	-	-	-
85166	3489	ENSG00000167779	-	-	Hs.110634|Hs.411205|Hs.214080|Hs.1477|Hs.84335|Hs.170467|Hs.267721|Hs.146191|Hs.426067|Hs.198442|Hs.274313|Hs.433139|Hs.411184|Hs.424640	-	-	HGNC:5475	-	-	-	-	-	-	-
85202	202	ENSG00000112297	-	-	Hs.643590|Hs.706586|Hs.159532|Hs.653029|Hs.161002|Hs.728008|Hs.422550|Hs.9633|Hs.725847|Hs.486074|Hs.643407|Hs.689562|Hs.724262|Hs.722390|Hs.625696|Hs.648055|Hs.744905|Hs.728842|Hs.401420|Hs.708085|Hs.632619|Hs.237375|Hs.717199|Hs.653256|Hs.741239|Hs.696189	-	-	HGNC:356	-	-	-	-	-	-	-
85293	629	ENSG00000241534|ENSG00000243649|ENSG00000242335|ENSG00000243570|ENSG00000241253|ENSG00000204359|ENSG00000239754	-	-	Hs.50980|Hs.294163|Hs.400782|Hs.287401|Hs.417839|Hs.375677|Hs.352133|Hs.279980|Hs.51131|Hs.3365|Hs.93507|Hs.281|Hs.111255|Hs.418458|Hs.410006|Hs.350532|Hs.413324|Hs.70407|Hs.427313|Hs.426690|Hs.427049|Hs.414825|Hs.304642|Hs.409503|Hs.414169|Hs.41824|Hs.54662|Hs.69771|Hs.75605	-	-	HGNC:1037	-	-	-	-	-	-	-
85367	1119	ENSG00000110721	-	-	Hs.247656|Hs.295334|Hs.281867|Hs.474866|Hs.556260|Hs.502994|Hs.16203|Hs.77820|Hs.119858|Hs.299015|Hs.184725|Hs.569019|Hs.410813|Hs.289079|Hs.262068|Hs.412147|Hs.286246|Hs.111891|Hs.13|Hs.77221|Hs.431148|Hs.154864	-	-	HGNC:1937	-	-	-	-	-	-	-
85933	3691	ENSG00000132470	-	-	Hs.52590|Hs.632226|Hs.24311|Hs.154061|Hs.236704|Hs.421405|Hs.85266|Hs.370255|Hs.52589|Hs.154710|Hs.274207|Hs.29272|Hs.65017|Hs.266477|Hs.74068|Hs.61161|Hs.157229|Hs.2274|Hs.25514	-	-	HGNC:6158	-	-	-	-	-	-	-
86084	22875	ENSG00000001561	-	-	Hs.62396|Hs.643497|Hs.709868|Hs.54037|Hs.111439|Hs.88691|Hs.165663|Hs.715127|Hs.652221|Hs.39038|Hs.696582|Hs.182610|Hs.159507|Hs.309839|Hs.105350|Hs.178434|Hs.254508|Hs.645318|Hs.161534	-	-	HGNC:3359	-	-	-	-	-	-	-
86243	4070	ENSG00000184292	-	-	Hs.36562|Hs.696370|Hs.525696|Hs.79648|Hs.81152|Hs.23582|Hs.2675|Hs.57333|Hs.153281|Hs.92310|Hs.256309|Hs.52831|Hs.83449|Hs.702230	-	-	HGNC:11530	-	-	-	-	-	-	-
86517	51710	ENSG00000197857	-	-	Hs.75507|Hs.296731|Hs.218575|Hs.267808|Hs.306474|Hs.396515|Hs.501604|Hs.407385|Hs.709236|Hs.139660|Hs.163882|Hs.528732|Hs.306977|Hs.560682|Hs.261773|Hs.281638|Hs.251371|Hs.51199|Hs.250578|Hs.278480|Hs.713396|Hs.714639|Hs.286045|Hs.560683|Hs.21124|Hs.24120|Hs.240958|Hs.693933|Hs.554970|Hs.690259|Hs.34852|Hs.720085|Hs.3271|Hs.654615	-	-	HGNC:13110	-	-	-	-	-	-	-
86528	7368	ENSG00000174607	-	-	Hs.591682|Hs.109151|Hs.732504|Hs.41139|Hs.744231|Hs.144197|Hs.274293|Hs.158540|Hs.267565	-	-	HGNC:12555	-	-	-	-	-	-	-
86738	7857	ENSG00000171951	-	-	Hs.452550|Hs.1054|Hs.436577|Hs.412752|Hs.264986|Hs.516726|Hs.75426|Hs.107512	-	-	HGNC:10575	-	-	-	-	-	-	-
86805	7001	ENSG00000167815	-	-	Hs.146812|Hs.423145|Hs.432121|Hs.631612|Hs.2098|Hs.70607|Hs.78983|Hs.176221|Hs.113234|Hs.420319|Hs.412349|Hs.406625|Hs.287517|Hs.54054|Hs.72791|Hs.427005|Hs.90298|Hs.422610|Hs.148061|Hs.653116|Hs.695971|Hs.309887|Hs.421254|Hs.422921|Hs.427015|Hs.425483|Hs.66664|Hs.409865|Hs.418853|Hs.406341|Hs.420505|Hs.427138|Hs.11531|Hs.414168|Hs.706768|Hs.146354|Hs.415286	-	-	HGNC:9353	-	-	-	-	-	-	-
86854	136	ENSG00000170425	-	-	Hs.82947|Hs.1221|Hs.45743|Hs.167046|Hs.78693	-	-	HGNC:264	-	-	-	-	-	-	-
86885	7739	ENSG00000147394	-	-	Hs.106323|Hs.91084|Hs.75415|Hs.16622|Hs.32270|Hs.193794|Hs.16045	-	-	HGNC:12976	-	-	-	-	-	-	-
87031	90576	ENSG00000196466	-	-	Hs.96333|Hs.546637|Hs.558943|Hs.442727|Hs.465970|Hs.674364|Hs.360207|Hs.334773|Hs.341188|Hs.741948|Hs.142150|Hs.512821|Hs.287305	-	-	HGNC:28071	-	-	-	-	-	-	-
87234	1956	ENSG00000146648	-	-	Hs.540923|Hs.488293|Hs.11645|Hs.153128|Hs.5233|Hs.437514|Hs.367845|Hs.25008|Hs.31044|Hs.234081|Hs.107465|Hs.520843|Hs.77432|Hs.548528|Hs.1394|Hs.73076|Hs.134399|Hs.450503|Hs.2302|Hs.80213	-	-	HGNC:3236	-	-	-	-	-	-	-
87425	7025	ENSG00000175745	-	-	-	-	-	HGNC:7975	-	-	-	-	-	-	-
87508	5493	ENSG00000118898	-	-	Hs.72178|Hs.192233|Hs.21479|Hs.203537|Hs.74304|Hs.3612|Hs.72227|Hs.63666	-	-	HGNC:9273	-	-	-	-	-	-	-
87669	133	ENSG00000148926	-	-	Hs.411550|Hs.441047|Hs.64752|Hs.422074|Hs.160713|Hs.414056|Hs.394|Hs.421920|Hs.77753|Hs.555392	-	-	HGNC:259	-	-	-	-	-	-	-
87715	1009	ENSG00000140937	-	-	Hs.726763|Hs.29582|Hs.8161|Hs.75929|Hs.703078|Hs.297394|Hs.153709|Hs.145968|Hs.629|Hs.77142|Hs.226806|Hs.342535|Hs.697309|Hs.232124|Hs.55202|Hs.569561|Hs.296650|Hs.443435|Hs.109941|Hs.549380|Hs.355|Hs.116471|Hs.534917|Hs.568204	-	-	HGNC:1750	-	-	-	-	-	-	-
87811	445	ENSG00000130707	-	-	Hs.160786|Hs.450691|Hs.169470|Hs.538|Hs.2542|Hs.563503|Hs.460288|Hs.567239|Hs.484915|Hs.66966|Hs.453223|Hs.620055|Hs.11858|Hs.154496|Hs.12081|Hs.558301|Hs.527850|Hs.90764	-	-	HGNC:758	-	-	-	-	-	-	-
87896	7080	ENSG00000136352	-	-	Hs.197764|Hs.90446|Hs.10721|Hs.705388|Hs.82871|Hs.89853|Hs.652315|Hs.592330|Hs.645414|Hs.94367|Hs.700584|Hs.698322|Hs.695972|Hs.3029|Hs.207789	-	-	HGNC:11825	-	-	-	-	-	-	-
87954	5764	ENSG00000105894	-	-	Hs.576468|Hs.405227|Hs.545080|Hs.713732|Hs.51770|Hs.699570|Hs.82917|Hs.146070|Hs.44|Hs.85844|Hs.707017|Hs.705387|Hs.653443|Hs.597292|Hs.3361|Hs.102416|Hs.12384|Hs.118085|Hs.53527|Hs.8055|Hs.81790|Hs.371249|Hs.99559|Hs.96279	-	-	HGNC:9630	-	-	-	-	-	-	-
88045	7408	ENSG00000125753	-	-	Hs.642603|Hs.515469|Hs.93183|Hs.722669|Hs.17662|Hs.403914|Hs.702197|Hs.77682|Hs.712642|Hs.1226|Hs.84860|Hs.727402|Hs.458071|Hs.699376|Hs.64655|Hs.532732	-	-	HGNC:12652	-	-	-	-	-	-	-
88207	7398	ENSG00000162607	-	-	Hs.35086|Hs.154042|Hs.296501|Hs.514859|Hs.618830|Hs.415191|Hs.9922	-	-	HGNC:12607	-	-	-	-	-	-	-
88252	30848	ENSG00000126890	-	-	Hs.708895|Hs.695391|Hs.650296|Hs.713312|Hs.611551|Hs.167377|Hs.87225|Hs.637908|Hs.704156	-	-	HGNC:2492	-	-	-	-	-	-	-
88348	57228	ENSG00000170545	-	-	Hs.63273|Hs.110404|Hs.206501|Hs.558523|Hs.430001|Hs.322972|Hs.591027|Hs.41923|Hs.632714|Hs.103280|Hs.144017|Hs.652389|Hs.118156|Hs.420966|Hs.648204|Hs.9606	-	-	HGNC:26918	-	-	-	-	-	-	-
88758	9353	ENSG00000145147	-	-	Hs.46590|Hs.415973|Hs.410295|Hs.432333|Hs.412744|Hs.410864|Hs.431877|Hs.643432|Hs.558436|Hs.416933|Hs.421256|Hs.31015|Hs.430679|Hs.29802|Hs.424035|Hs.709761|Hs.479288|Hs.61649|Hs.456458|Hs.110373|Hs.111727|Hs.652111|Hs.699467|Hs.416519	-	-	HGNC:11086	-	-	-	-	-	-	-
89000	6567	ENSG00000147100	-	-	Hs.61375|Hs.356322|Hs.265|Hs.75317|Hs.76997|Hs.14170|Hs.586661|Hs.349522	-	-	HGNC:10923	-	-	-	-	-	-	-
89144	4478	ENSG00000147065	-	-	Hs.155297|Hs.95829|Hs.87752|Hs.105824|Hs.713679|Hs.264181|Hs.42955|Hs.496235|Hs.91438|Hs.91431|Hs.91432|Hs.575232|Hs.151699|Hs.189268|Hs.264469|Hs.141011|Hs.236274|Hs.522676|Hs.706730|Hs.93339|Hs.446972|Hs.75508|Hs.708203|Hs.263244|Hs.94185|Hs.289622|Hs.196996|Hs.481791|Hs.95566|Hs.243926|Hs.94202|Hs.95338|Hs.560998|Hs.919|Hs.115344|Hs.93809|Hs.170328|Hs.694705|Hs.300383	-	-	HGNC:7373	-	-	-	-	-	-	-
89162	169611	ENSG00000185585	-	-	Hs.155115|Hs.289058|Hs.103139|Hs.548104|Hs.9427|Hs.187948|Hs.367905|Hs.188843|Hs.206147|Hs.140418|Hs.550882|Hs.306867|Hs.357134|Hs.267690|Hs.406145|Hs.113727|Hs.156175|Hs.150753|Hs.98769|Hs.410187|Hs.429395|Hs.92339|Hs.90849|Hs.90848|Hs.214059|Hs.92032|Hs.102497|Hs.123992|Hs.94877|Hs.199231|Hs.558214|Hs.75857|Hs.96782|Hs.434043|Hs.139055|Hs.431070|Hs.94795|Hs.357004	-	-	HGNC:27270	-	-	-	-	-	-	-
89171	10874	ENSG00000109255	-	-	Hs.418367|Hs.2841|Hs.676474|Hs.507540	-	-	HGNC:7859	-	-	-	-	-	-	-
89430	23764	ENSG00000185022	-	-	Hs.8641|Hs.705057|Hs.51305|Hs.143476|Hs.460889|Hs.698989|Hs.517617|Hs.476200	-	-	HGNC:6780	-	-	-	-	-	-	-
89752	51308	ENSG00000132563	-	-	Hs.414634|Hs.416090|Hs.114406|Hs.56786|Hs.439001|Hs.412159|Hs.28088|Hs.21414|Hs.423465|Hs.417953|Hs.422387	-	-	HGNC:17975	-	-	-	-	-	-	-
